Text_Display,Cleansed_Text,Case_Folding,Tokenized_Text,Stopwords,Hasil_Kalimat
"Berarti papua juga berhak untuk merdeka, kenapa kalian jajah papua😂😂😂",Berarti papua juga berhak untuk merdeka kenapa kalian jajah papua,berarti papua juga berhak untuk merdeka kenapa kalian jajah papua,"['berarti', 'papua', 'juga', 'berhak', 'untuk', 'merdeka', 'kenapa', 'kalian', 'jajah', 'papua']","['papua', 'berhak', 'merdeka', 'jajah', 'papua']",papua berhak merdeka jajah papua
"Tapi kau lupa dengan para ustad yang juga selalu masuk kamar orang.., tegur saudaramu juga Dedy .....",Tapi kau lupa dengan para ustad yang juga selalu masuk kamar orang tegur saudaramu juga Dedy ,tapi kau lupa dengan para ustad yang juga selalu masuk kamar orang tegur saudaramu juga dedy ,"['tapi', 'kau', 'lupa', 'dengan', 'para', 'ustad', 'yang', 'juga', 'selalu', 'masuk', 'kamar', 'orang', 'tegur', 'saudaramu', 'juga', 'dedy']","['kau', 'lupa', 'ustad', 'masuk', 'kamar', 'orang', 'tegur', 'saudaramu', 'dedy']",kau lupa ustad masuk kamar orang tegur saudaramu dedy
Om bikin room khusus debat buat di bikin jera tuh yg kaya gitu amit amit,Om bikin room khusus debat buat di bikin jera tuh yg kaya gitu amit amit,om bikin room khusus debat buat di bikin jera tuh yg kaya gitu amit amit,"['om', 'bikin', 'room', 'khusus', 'debat', 'buat', 'di', 'bikin', 'jera', 'tuh', 'yg', 'kaya', 'gitu', 'amit', 'amit']","['om', 'bikin', 'room', 'khusus', 'debat', 'bikin', 'jera', 'tuh', 'yg', 'kaya', 'gitu', 'amit', 'amit']",om bikin room khusus debat bikin jera tuh yg kaya gitu amit amit
Si indah ini mungkin warga keturunan belanda sehingga tidak punya empati pada negara yg di jajah sebab eyang mereka penjajah,Si indah ini mungkin warga keturunan belanda sehingga tidak punya empati pada negara yg di jajah sebab eyang mereka penjajah,si indah ini mungkin warga keturunan belanda sehingga tidak punya empati pada negara yg di jajah sebab eyang mereka penjajah,"['si', 'indah', 'ini', 'mungkin', 'warga', 'keturunan', 'belanda', 'sehingga', 'tidak', 'punya', 'empati', 'pada', 'negara', 'yg', 'di', 'jajah', 'sebab', 'eyang', 'mereka', 'penjajah']","['si', 'indah', 'warga', 'keturunan', 'belanda', 'empati', 'negara', 'yg', 'jajah', 'eyang', 'penjajah']",si indah warga keturunan belanda empati negara yg jajah eyang penjajah
"yg jelas mental penjajah dan suka menjajah Negara lain orang orang yg di luar Islam, tengok olih kalian semua, semua mental penjajah di lakukan olih Agama apa?",yg jelas mental penjajah dan suka menjajah Negara lain orang orang yg di luar Islam tengok olih kalian semua semua mental penjajah di lakukan olih Agama apa,yg jelas mental penjajah dan suka menjajah negara lain orang orang yg di luar islam tengok olih kalian semua semua mental penjajah di lakukan olih agama apa,"['yg', 'jelas', 'mental', 'penjajah', 'dan', 'suka', 'menjajah', 'negara', 'lain', 'orang', 'orang', 'yg', 'di', 'luar', 'islam', 'tengok', 'olih', 'kalian', 'semua', 'semua', 'mental', 'penjajah', 'di', 'lakukan', 'olih', 'agama', 'apa']","['yg', 'mental', 'penjajah', 'suka', 'menjajah', 'negara', 'orang', 'orang', 'yg', 'islam', 'tengok', 'olih', 'mental', 'penjajah', 'lakukan', 'olih', 'agama']",yg mental penjajah suka menjajah negara orang orang yg islam tengok olih mental penjajah lakukan olih agama
"Knapa omong sampe gebu2 kek gitu? Ati2 pingsan .lo juga pernah lakoni yg sama, jgn lupa ah.lo kalo dari islam masuk k kristen lo kagak mungkin munculin di semua station tv saat berpindah.lo kristen pindah islam lo muncul di semua station tv saat mualaf kok, basi ah",Knapa omong sampe gebu kek gitu Ati pingsan lo juga pernah lakoni yg sama jgn lupa ahlo kalo dari islam masuk k kristen lo kagak mungkin munculin di semua station tv saat berpindahlo kristen pindah islam lo muncul di semua station tv saat mualaf kok basi ah,knapa omong sampe gebu kek gitu ati pingsan lo juga pernah lakoni yg sama jgn lupa ahlo kalo dari islam masuk k kristen lo kagak mungkin munculin di semua station tv saat berpindahlo kristen pindah islam lo muncul di semua station tv saat mualaf kok basi ah,"['knapa', 'omong', 'sampe', 'gebu', 'kek', 'gitu', 'ati', 'pingsan', 'lo', 'juga', 'pernah', 'lakoni', 'yg', 'sama', 'jgn', 'lupa', 'ahlo', 'kalo', 'dari', 'islam', 'masuk', 'k', 'kristen', 'lo', 'kagak', 'mungkin', 'munculin', 'di', 'semua', 'station', 'tv', 'saat', 'berpindahlo', 'kristen', 'pindah', 'islam', 'lo', 'muncul', 'di', 'semua', 'station', 'tv', 'saat', 'mualaf', 'kok', 'basi', 'ah']","['knapa', 'omong', 'sampe', 'gebu', 'kek', 'gitu', 'ati', 'pingsan', 'lo', 'lakoni', 'yg', 'jgn', 'lupa', 'ahlo', 'kalo', 'islam', 'masuk', 'k', 'kristen', 'lo', 'kagak', 'munculin', 'station', 'tv', 'berpindahlo', 'kristen', 'pindah', 'islam', 'lo', 'muncul', 'station', 'tv', 'mualaf', 'basi', 'ah']",knapa omong sampe gebu kek gitu ati pingsan lo lakoni yg jgn lupa ahlo kalo islam masuk k kristen lo kagak munculin station tv berpindahlo kristen pindah islam lo muncul station tv mualaf basi ah
"Kalau masalah yg dimaksud masuk kamar orang lain, bagaimana dengan somad, kainama, dll, yg masuk kekamar orang lain om",Kalau masalah yg dimaksud masuk kamar orang lain bagaimana dengan somad kainama dll yg masuk kekamar orang lain om,kalau masalah yg dimaksud masuk kamar orang lain bagaimana dengan somad kainama dll yg masuk kekamar orang lain om,"['kalau', 'masalah', 'yg', 'dimaksud', 'masuk', 'kamar', 'orang', 'lain', 'bagaimana', 'dengan', 'somad', 'kainama', 'dll', 'yg', 'masuk', 'kekamar', 'orang', 'lain', 'om']","['yg', 'masuk', 'kamar', 'orang', 'somad', 'kainama', 'dll', 'yg', 'masuk', 'kekamar', 'orang', 'om']",yg masuk kamar orang somad kainama dll yg masuk kekamar orang om
Bagaimana dgn korban orng israel yg pertama diserang terlebih dahulu oleh orang palestina,Bagaimana dgn korban orng israel yg pertama diserang terlebih dahulu oleh orang palestina,bagaimana dgn korban orng israel yg pertama diserang terlebih dahulu oleh orang palestina,"['bagaimana', 'dgn', 'korban', 'orng', 'israel', 'yg', 'pertama', 'diserang', 'terlebih', 'dahulu', 'oleh', 'orang', 'palestina']","['dgn', 'korban', 'orng', 'israel', 'yg', 'diserang', 'orang', 'palestina']",dgn korban orng israel yg diserang orang palestina
"Emang palestina blm merdeka ya?, kl blm merdeka kok bisa ada kedutaan?",Emang palestina blm merdeka ya kl blm merdeka kok bisa ada kedutaan,emang palestina blm merdeka ya kl blm merdeka kok bisa ada kedutaan,"['emang', 'palestina', 'blm', 'merdeka', 'ya', 'kl', 'blm', 'merdeka', 'kok', 'bisa', 'ada', 'kedutaan']","['emang', 'palestina', 'blm', 'merdeka', 'ya', 'kl', 'blm', 'merdeka', 'kedutaan']",emang palestina blm merdeka ya kl blm merdeka kedutaan
"Mas Dedy dulu Muallafnya salah guru.....coba lah buka fikirannya lebih banyak banyak2 baca buku islam nanti bang Dedy akan menemukan siapa yang paling berdedikasi dengan negara, agama,masyarakat",Mas Dedy dulu Muallafnya salah gurucoba lah buka fikirannya lebih banyak banyak baca buku islam nanti bang Dedy akan menemukan siapa yang paling berdedikasi dengan negara agamamasyarakat,mas dedy dulu muallafnya salah gurucoba lah buka fikirannya lebih banyak banyak baca buku islam nanti bang dedy akan menemukan siapa yang paling berdedikasi dengan negara agamamasyarakat,"['mas', 'dedy', 'dulu', 'muallafnya', 'salah', 'gurucoba', 'lah', 'buka', 'fikirannya', 'lebih', 'banyak', 'banyak', 'baca', 'buku', 'islam', 'nanti', 'bang', 'dedy', 'akan', 'menemukan', 'siapa', 'yang', 'paling', 'berdedikasi', 'dengan', 'negara', 'agamamasyarakat']","['mas', 'dedy', 'muallafnya', 'salah', 'gurucoba', 'buka', 'fikirannya', 'baca', 'buku', 'islam', 'bang', 'dedy', 'menemukan', 'berdedikasi', 'negara', 'agamamasyarakat']",mas dedy muallafnya salah gurucoba buka fikirannya baca buku islam bang dedy menemukan berdedikasi negara agamamasyarakat
Pembukaan uud45 ini tolong jangan dipotong-potong gitu dan mengubah makna keseluruhan dari konteks di dlm nya....<br><br>Jelas di sana tertulis tujuan pembuatan uud45 ini yaitu...<br><br>Untuk MEMBENTUK suatu pemerintah negara Indonesia<br>(bukan dunia)<br> yg melindungi SEGENAP BANGSA INDONESIA dan seluruh TUMPAH DARAH INDONESIA<br>(bukan dunia)<br><br>Dan.....&quot;ikut&quot; MELAKSANAKAN <br>(bukan Menegakan)<br>ketertiban dunia....<br><br>Utk ikut tertib ........<br>ikut MELAKSANAKAN aturan &quot;ketertiban dunia&quot;...<br><br>Maka di susunlah kemerdekaan kebangsaan Indonesia itu dlm suatu UUD...,Pembukaan uud ini tolong jangan dipotongpotong gitu dan mengubah makna keseluruhan dari konteks di dlm nyabrbrJelas di sana tertulis tujuan pembuatan uud ini yaitubrbrUntuk MEMBENTUK suatu pemerintah negara Indonesiabrbukan duniabr yg melindungi SEGENAP BANGSA INDONESIA dan seluruh TUMPAH DARAH INDONESIAbrbukan duniabrbrDanquotikutquot MELAKSANAKAN brbukan Menegakanbrketertiban duniabrbrUtk ikut tertib brikut MELAKSANAKAN aturan quotketertiban duniaquotbrbrMaka di susunlah kemerdekaan kebangsaan Indonesia itu dlm suatu UUD,pembukaan uud ini tolong jangan dipotongpotong gitu dan mengubah makna keseluruhan dari konteks di dlm nyabrbrjelas di sana tertulis tujuan pembuatan uud ini yaitubrbruntuk membentuk suatu pemerintah negara indonesiabrbukan duniabr yg melindungi segenap bangsa indonesia dan seluruh tumpah darah indonesiabrbukan duniabrbrdanquotikutquot melaksanakan brbukan menegakanbrketertiban duniabrbrutk ikut tertib brikut melaksanakan aturan quotketertiban duniaquotbrbrmaka di susunlah kemerdekaan kebangsaan indonesia itu dlm suatu uud,"['pembukaan', 'uud', 'ini', 'tolong', 'jangan', 'dipotongpotong', 'gitu', 'dan', 'mengubah', 'makna', 'keseluruhan', 'dari', 'konteks', 'di', 'dlm', 'nyabrbrjelas', 'di', 'sana', 'tertulis', 'tujuan', 'pembuatan', 'uud', 'ini', 'yaitubrbruntuk', 'membentuk', 'suatu', 'pemerintah', 'negara', 'indonesiabrbukan', 'duniabr', 'yg', 'melindungi', 'segenap', 'bangsa', 'indonesia', 'dan', 'seluruh', 'tumpah', 'darah', 'indonesiabrbukan', 'duniabrbrdanquotikutquot', 'melaksanakan', 'brbukan', 'menegakanbrketertiban', 'duniabrbrutk', 'ikut', 'tertib', 'brikut', 'melaksanakan', 'aturan', 'quotketertiban', 'duniaquotbrbrmaka', 'di', 'susunlah', 'kemerdekaan', 'kebangsaan', 'indonesia', 'itu', 'dlm', 'suatu', 'uud']","['pembukaan', 'uud', 'tolong', 'dipotongpotong', 'gitu', 'mengubah', 'makna', 'konteks', 'dlm', 'nyabrbrjelas', 'tertulis', 'tujuan', 'pembuatan', 'uud', 'yaitubrbruntuk', 'membentuk', 'pemerintah', 'negara', 'indonesiabrbukan', 'duniabr', 'yg', 'melindungi', 'segenap', 'bangsa', 'indonesia', 'tumpah', 'darah', 'indonesiabrbukan', 'duniabrbrdanquotikutquot', 'melaksanakan', 'brbukan', 'menegakanbrketertiban', 'duniabrbrutk', 'tertib', 'brikut', 'melaksanakan', 'aturan', 'quotketertiban', 'duniaquotbrbrmaka', 'susunlah', 'kemerdekaan', 'kebangsaan', 'indonesia', 'dlm', 'uud']",pembukaan uud tolong dipotongpotong gitu mengubah makna konteks dlm nyabrbrjelas tertulis tujuan pembuatan uud yaitubrbruntuk membentuk pemerintah negara indonesiabrbukan duniabr yg melindungi segenap bangsa indonesia tumpah darah indonesiabrbukan duniabrbrdanquotikutquot melaksanakan brbukan menegakanbrketertiban duniabrbrutk tertib brikut melaksanakan aturan quotketertiban duniaquotbrbrmaka susunlah kemerdekaan kebangsaan indonesia dlm uud
Tidak ada yg pantas mati..di matikan atau di jajah.....<br><br>Setuju????,Tidak ada yg pantas matidi matikan atau di jajahbrbrSetuju,tidak ada yg pantas matidi matikan atau di jajahbrbrsetuju,"['tidak', 'ada', 'yg', 'pantas', 'matidi', 'matikan', 'atau', 'di', 'jajahbrbrsetuju']","['yg', 'matidi', 'matikan', 'jajahbrbrsetuju']",yg matidi matikan jajahbrbrsetuju
ikut tertib dan melaksanakan sesuai jalurnya...melalui PBB misalnya...,ikut tertib dan melaksanakan sesuai jalurnyamelalui PBB misalnya,ikut tertib dan melaksanakan sesuai jalurnyamelalui pbb misalnya,"['ikut', 'tertib', 'dan', 'melaksanakan', 'sesuai', 'jalurnyamelalui', 'pbb', 'misalnya']","['tertib', 'melaksanakan', 'sesuai', 'jalurnyamelalui', 'pbb']",tertib melaksanakan sesuai jalurnyamelalui pbb
&quot;ikut tertib dan melaksanakan sesuai jalurnya...melalui PBB misalnya...&quot; ☝🤓,quotikut tertib dan melaksanakan sesuai jalurnyamelalui PBB misalnyaquot ,quotikut tertib dan melaksanakan sesuai jalurnyamelalui pbb misalnyaquot ,"['quotikut', 'tertib', 'dan', 'melaksanakan', 'sesuai', 'jalurnyamelalui', 'pbb', 'misalnyaquot']","['quotikut', 'tertib', 'melaksanakan', 'sesuai', 'jalurnyamelalui', 'pbb', 'misalnyaquot']",quotikut tertib melaksanakan sesuai jalurnyamelalui pbb misalnyaquot
"podcast ini seharusnya ditonton internasional. terlalu banyak materi yang mengena dengan kondisi dunia sekarang. saya banyak baca komen di youtube yang bilang Indonesia munafik karena bela palestina tapi ngusir rohingya. ingin rasanya teriak, HUBUNGANNYA APA COBA? Palestina itu berjuang untuk mempertahankan tanah mereka sendiri, tapi Rohingya itu datang untuk minta tanah kita. 😭",podcast ini seharusnya ditonton internasional terlalu banyak materi yang mengena dengan kondisi dunia sekarang saya banyak baca komen di youtube yang bilang Indonesia munafik karena bela palestina tapi ngusir rohingya ingin rasanya teriak HUBUNGANNYA APA COBA Palestina itu berjuang untuk mempertahankan tanah mereka sendiri tapi Rohingya itu datang untuk minta tanah kita ,podcast ini seharusnya ditonton internasional terlalu banyak materi yang mengena dengan kondisi dunia sekarang saya banyak baca komen di youtube yang bilang indonesia munafik karena bela palestina tapi ngusir rohingya ingin rasanya teriak hubungannya apa coba palestina itu berjuang untuk mempertahankan tanah mereka sendiri tapi rohingya itu datang untuk minta tanah kita ,"['podcast', 'ini', 'seharusnya', 'ditonton', 'internasional', 'terlalu', 'banyak', 'materi', 'yang', 'mengena', 'dengan', 'kondisi', 'dunia', 'sekarang', 'saya', 'banyak', 'baca', 'komen', 'di', 'youtube', 'yang', 'bilang', 'indonesia', 'munafik', 'karena', 'bela', 'palestina', 'tapi', 'ngusir', 'rohingya', 'ingin', 'rasanya', 'teriak', 'hubungannya', 'apa', 'coba', 'palestina', 'itu', 'berjuang', 'untuk', 'mempertahankan', 'tanah', 'mereka', 'sendiri', 'tapi', 'rohingya', 'itu', 'datang', 'untuk', 'minta', 'tanah', 'kita']","['podcast', 'ditonton', 'internasional', 'materi', 'mengena', 'kondisi', 'dunia', 'baca', 'komen', 'youtube', 'bilang', 'indonesia', 'munafik', 'bela', 'palestina', 'ngusir', 'rohingya', 'teriak', 'hubungannya', 'coba', 'palestina', 'berjuang', 'mempertahankan', 'tanah', 'rohingya', 'tanah']",podcast ditonton internasional materi mengena kondisi dunia baca komen youtube bilang indonesia munafik bela palestina ngusir rohingya teriak hubungannya coba palestina berjuang mempertahankan tanah rohingya tanah
ngomong apa bro<br>rada2 provokasi manas2in orang2 bodoh<br>yang disebut mahatir muhammad<br>stop provoke people salam waras . . . . !!!,ngomong apa brobrrada provokasi manasin orang bodohbryang disebut mahatir muhammadbrstop provoke people salam waras     ,ngomong apa brobrrada provokasi manasin orang bodohbryang disebut mahatir muhammadbrstop provoke people salam waras     ,"['ngomong', 'apa', 'brobrrada', 'provokasi', 'manasin', 'orang', 'bodohbryang', 'disebut', 'mahatir', 'muhammadbrstop', 'provoke', 'people', 'salam', 'waras']","['ngomong', 'brobrrada', 'provokasi', 'manasin', 'orang', 'bodohbryang', 'mahatir', 'muhammadbrstop', 'provoke', 'people', 'salam', 'waras']",ngomong brobrrada provokasi manasin orang bodohbryang mahatir muhammadbrstop provoke people salam waras
"Bung Dedy C, malas membahas masalah dua anak perempuan muda yg berwawasan, membicarakan tentang Palestina n Agama. Katanya malas mengapa nyocotnya banyak sekali. Siap komandan. Emang siapa DC hingga 2 bocah perempuan bicara kebenaran harus, mendengarkan omongan DC.",Bung Dedy C malas membahas masalah dua anak perempuan muda yg berwawasan membicarakan tentang Palestina n Agama Katanya malas mengapa nyocotnya banyak sekali Siap komandan Emang siapa DC hingga  bocah perempuan bicara kebenaran harus mendengarkan omongan DC,bung dedy c malas membahas masalah dua anak perempuan muda yg berwawasan membicarakan tentang palestina n agama katanya malas mengapa nyocotnya banyak sekali siap komandan emang siapa dc hingga  bocah perempuan bicara kebenaran harus mendengarkan omongan dc,"['bung', 'dedy', 'c', 'malas', 'membahas', 'masalah', 'dua', 'anak', 'perempuan', 'muda', 'yg', 'berwawasan', 'membicarakan', 'tentang', 'palestina', 'n', 'agama', 'katanya', 'malas', 'mengapa', 'nyocotnya', 'banyak', 'sekali', 'siap', 'komandan', 'emang', 'siapa', 'dc', 'hingga', 'bocah', 'perempuan', 'bicara', 'kebenaran', 'harus', 'mendengarkan', 'omongan', 'dc']","['dedy', 'c', 'malas', 'membahas', 'anak', 'perempuan', 'muda', 'yg', 'berwawasan', 'membicarakan', 'palestina', 'n', 'agama', 'malas', 'nyocotnya', 'komandan', 'emang', 'dc', 'bocah', 'perempuan', 'bicara', 'kebenaran', 'mendengarkan', 'omongan', 'dc']",dedy c malas membahas anak perempuan muda yg berwawasan membicarakan palestina n agama malas nyocotnya komandan emang dc bocah perempuan bicara kebenaran mendengarkan omongan dc
Makan lontong dulu kau bazerr. Sepertinya benar aja semua yang kau bilang bazaer.  Kalau dikampung kami namanya sibazer ini si maha tau. Napas nya bau,Makan lontong dulu kau bazerr Sepertinya benar aja semua yang kau bilang bazaer  Kalau dikampung kami namanya sibazer ini si maha tau Napas nya bau,makan lontong dulu kau bazerr sepertinya benar aja semua yang kau bilang bazaer  kalau dikampung kami namanya sibazer ini si maha tau napas nya bau,"['makan', 'lontong', 'dulu', 'kau', 'bazerr', 'sepertinya', 'benar', 'aja', 'semua', 'yang', 'kau', 'bilang', 'bazaer', 'kalau', 'dikampung', 'kami', 'namanya', 'sibazer', 'ini', 'si', 'maha', 'tau', 'napas', 'nya', 'bau']","['makan', 'lontong', 'kau', 'bazerr', 'aja', 'kau', 'bilang', 'bazaer', 'dikampung', 'namanya', 'sibazer', 'si', 'maha', 'tau', 'napas', 'nya', 'bau']",makan lontong kau bazerr aja kau bilang bazaer dikampung namanya sibazer si maha tau napas nya bau
Saya tdk memihak siapapun karena saya cuma tetap bersama PALESTINA !!!!!,Saya tdk memihak siapapun karena saya cuma tetap bersama PALESTINA ,saya tdk memihak siapapun karena saya cuma tetap bersama palestina ,"['saya', 'tdk', 'memihak', 'siapapun', 'karena', 'saya', 'cuma', 'tetap', 'bersama', 'palestina']","['tdk', 'palestina']",tdk palestina
"Terima kasih Bung Ded,sudah mengingatkan tentang UUD 45.saya aja yang pada waktu Sd ,Smp,yang membawa dan membacakan UUd 45.Saja lupa, terima kasih Bung Ded 👍🙏",Terima kasih Bung Dedsudah mengingatkan tentang UUD saya aja yang pada waktu Sd Smpyang membawa dan membacakan UUd Saja lupa terima kasih Bung Ded ,terima kasih bung dedsudah mengingatkan tentang uud saya aja yang pada waktu sd smpyang membawa dan membacakan uud saja lupa terima kasih bung ded ,"['terima', 'kasih', 'bung', 'dedsudah', 'mengingatkan', 'tentang', 'uud', 'saya', 'aja', 'yang', 'pada', 'waktu', 'sd', 'smpyang', 'membawa', 'dan', 'membacakan', 'uud', 'saja', 'lupa', 'terima', 'kasih', 'bung', 'ded']","['terima', 'kasih', 'dedsudah', 'uud', 'aja', 'sd', 'smpyang', 'membawa', 'membacakan', 'uud', 'lupa', 'terima', 'kasih', 'ded']",terima kasih dedsudah uud aja sd smpyang membawa membacakan uud lupa terima kasih ded
Si dedi lagi jilat lidah sendiri.. ehhh ludah maksud ane 😂 doi kan juga pernah ngomongin agama orang. Ngaco pula wkwkwkw.. sekarang sok2 bijak die😂😂,Si dedi lagi jilat lidah sendiri ehhh ludah maksud ane  doi kan juga pernah ngomongin agama orang Ngaco pula wkwkwkw sekarang sok bijak die,si dedi lagi jilat lidah sendiri ehhh ludah maksud ane  doi kan juga pernah ngomongin agama orang ngaco pula wkwkwkw sekarang sok bijak die,"['si', 'dedi', 'lagi', 'jilat', 'lidah', 'sendiri', 'ehhh', 'ludah', 'maksud', 'ane', 'doi', 'kan', 'juga', 'pernah', 'ngomongin', 'agama', 'orang', 'ngaco', 'pula', 'wkwkwkw', 'sekarang', 'sok', 'bijak', 'die']","['si', 'dedi', 'jilat', 'lidah', 'ehhh', 'ludah', 'maksud', 'ane', 'doi', 'ngomongin', 'agama', 'orang', 'ngaco', 'wkwkwkw', 'sok', 'bijak', 'die']",si dedi jilat lidah ehhh ludah maksud ane doi ngomongin agama orang ngaco wkwkwkw sok bijak die
